,arg1,arg2,verb,sentence,verb_idx,label,new_sentences,new_ind
322,ice,,melt, The sun melted the ice .,2,0,ice desirescoolice is capable ofcool waterice has propertycoldice is at locationfreezerice is used forcool thingice is made ofwatermelt desireseatmelt is capable ofmeltmelt has propertyhotmelt is at locationicemelt is used formake ice,236
323,actor,,melt, Hundreds of actors were melting into the scene .,4,1,actor desiresbe famousactor is capable ofactactor has propertygood at actactor is at locationmovieactor is used forplayactor is made ofactormelt desireseatmelt is capable ofmeltmelt has propertyhotmelt is at locationicemelt is used formake ice,247
324,resistance,,melt, her resistance melted under his charm .,2,1,resistance desireswinresistance is capable oflead to disasterresistance has propertybadresistance is at locationwarresistance is used forcontrolresistance is made offorcemelt desireseatmelt is capable ofmeltmelt has propertyhotmelt is at locationicemelt is used formake ice,275
325,furniture,,mold, The furniture molded in the old house .,2,0,furniture desiresbe cleanfurniture is capable ofbe remakefurniture has propertydecorativefurniture is at locationhousefurniture is used formake room comfortablefurniture is made ofwoodmold desireswatermold is capable ofgrowmold has propertygoodmold is at locationrefrigeratormold is used formake something,307
326,ball,,mold, She molded the rice balls carefully .,1,0,ball desiresflyball is capable ofrollball has propertyroundball is at locationtoy storeball is used forplay basketballball is made ofrubbermold desireswatermold is capable ofgrowmold has propertygoodmold is at locationrefrigeratormold is used formake something,261
327,dress,,mold, The dress molds her beautiful figure .,2,1,dress desiresbe washdress is capable ofbe dressdress has propertysexydress is at locationsuitcasedress is used fordressdress is made ofsilkmold desireswatermold is capable ofgrowmold has propertygoodmold is at locationrefrigeratormold is used formake something,262
328,aerator,,mount, They mounted the aerator on a floating .,1,0,aerator desireslift offaerator is capable oflift heavy objectaerator has propertyfastaerator is at locationairaerator is used forliftaerator is made ofsteelmount desiresride horsemount is capable ofbe ridemount has propertybigmount is at locationmountainmount is used forride horse,282
329,slide,,mount, mount slides for macroscopic analysis .,0,0,slide desiresplay gameslide is capable ofbe dangerousslide has propertyhardslide is at locationpianoslide is used forslideslide is made ofmetalmount desiresride horsemount is capable ofbe ridemount has propertybigmount is at locationmountainmount is used forride horse,268
330,campaign,,mount, mount a campaign against pornography .,0,1,campaign desireswin electioncampaign is capable ofbe counter - campaigncampaign has propertybadcampaign is at locationcitycampaign is used forget moneycampaign is made ofpoliticianmount desiresride horsemount is capable ofbe ridemount has propertybigmount is at locationmountainmount is used forride horse,305
331,production,,mount, mount a theater production .,0,1,production desiresmake moneyproduction is capable ofincrease productionproduction has propertyfunproduction is at locationtheaterproduction is used forproduceproduction is made ofpersonmount desiresride horsemount is capable ofbe ridemount has propertybigmount is at locationmountainmount is used forride horse,310
332,husband,,nag, She nags her husband all day long .,1,0,husband desiresbe marry to womanhusband is capable ofmarry wifehusband has propertymalehusband is at locationbedhusband is used forwifehusband is made ofmalenag desiresbe let outnag is capable ofbe good petnag has propertyannoynag is at locationyour dognag is used forget food,277
333,doubt,,nag, nagging concerns and doubts .,0,1,doubt desireswindoubt is capable ofbe falsedoubt has propertyfalsedoubt is at locationbibledoubt is used forliedoubt is made offactnag desiresbe let outnag is capable ofbe good petnag has propertyannoynag is at locationyour dognag is used forget food,250
334,security,,negociate, negociate securities .,0,0,security desireswinsecurity is capable ofguard prisonersecurity has propertybadsecurity is at locationairportsecurity is used forprotect personsecurity is made ofpersonnegociate desiresequalitynegociate is capable ofbe in europenegociate has propertycoldnegociate is at locationindianegociate is used forlive in,311
335,mountain,,negociate, The hiker negociated the high mountain pass .,2,1,mountain desiresclimb mountainmountain is capable ofbe very tall buildmountain has propertyvery tallmountain is at locationmountainmountain is used forclimbmountain is made ofrocknegociate desiresequalitynegociate is capable ofbe in europenegociate has propertycoldnegociate is at locationindianegociate is used forlive in,324
336,party,,negociate, The parties negociated all night .,2,0,party desiresbe celebrateparty is capable ofinclude partyparty has propertyfunparty is at locationfraternity houseparty is used forcelebrateparty is made ofpersonnegociate desiresequalitynegociate is capable ofbe in europenegociate has propertycoldnegociate is at locationindianegociate is used forlive in,307
337,republic,,neutralize, The treaty neutralized the small republic .,2,1,republic desiresfight warrepublic is capable offight warrepublic has propertycorruptrepublic is at locationchinarepublic is used forgovernrepublic is made ofideologyneutralize desireswinneutralize is capable ofkillneutralize has propertydangerousneutralize is at locationwarneutralize is used forkill,302
338,optimism,,neutralize, Her optimism neutralizes his gloom .,2,1,optimism desiresbe overcomeoptimism is capable ofbe falseoptimism has propertygoodoptimism is at locationoffice buildoptimism is used foroptimismoptimism is made ofoptimismneutralize desireswinneutralize is capable ofkillneutralize has propertydangerousneutralize is at locationwarneutralize is used forkill,309
339,solution,,neutralize, She neutralized the solution .,1,0,solution desiressolutionsolution is capable ofbe solutionsolution has propertyimportantsolution is at locationmath booksolution is used forsolve problemsolution is made ofsolutionneutralize desireswinneutralize is capable ofkillneutralize has propertydangerousneutralize is at locationwarneutralize is used forkill,315
340,approval,,nod, He nodded his approval .,1,0,approval desiresbe meetapproval is capable ofbe falseapproval has propertyimportantapproval is at locationchurchapproval is used formake decisionapproval is made ofchoicenod desiresbe understandnod is capable ofindicate agreementnod has propertynodnod is at locationrestaurantnod is used forindicate agreement,310
341,teacher,,nod, The teacher nodded when the student gave the right answer .,2,0,teacher desiresstudent to learnteacher is capable ofexplainteacher has propertyimportantteacher is at locationclassroomteacher is used forteachteacher is made ofpersonnod desiresbe understandnod is capable ofindicate agreementnod has propertynodnod is at locationrestaurantnod is used forindicate agreement,308
342,man,,nod, The old man was nodding in his chair .,4,0,man desiresbe goodman is capable ofbe goodman has propertymaleman is at locationofficeman is used forloveman is made ofmusclenod desiresbe understandnod is capable ofindicate agreementnod has propertynodnod is at locationrestaurantnod is used forindicate agreement,268
343,flower,,nod, the flowers were nodding in the breeze .,3,1,flower desiresflowerflower is capable ofwiltflower has propertyprettyflower is at locationwindowsillflower is used fordecorate roomflower is made offlowernod desiresbe understandnod is capable ofindicate agreementnod has propertynodnod is at locationrestaurantnod is used forindicate agreement,296
344,room,,paint, We painted the rooms yellow .,1,0,room desiresbe cleanroom is capable ofbe cleanroom has propertydarkroom is at locationhouseroom is used forsleeproom is made ofbrickpaint desirespaint picturepaint is capable ofbe different colorpaint has propertyfunpaint is at locationart showpaint is used formake art,270
345,mistress,,paint, He painted his mistress many times .,1,0,mistress desiresmanmistress is capable ofclean roommistress has propertygood at what she domistress is at locationmansionmistress is used forsexmistress is made ofwoodpaint desirespaint picturepaint is capable ofbe different colorpaint has propertyfunpaint is at locationart showpaint is used formake art,305
346,heart,,palpitate, Her violent feelings palpitated the young woman 's heart .,3,0,heart desiresbe loveheart is capable ofbeatheart has propertystrongheart is at locationpersonheart is used forloveheart is made ofcellpalpitate desiresvomitpalpitate is capable ofcause heart attackpalpitate has propertybadpalpitate is at locationstomachpalpitate is used forincrease heart rate,296
347,sign,,paste, paste the sign on the wall .,0,0,sign desiresbe writesign is capable ofindicate agreementsign has propertyredsign is at locationroadblocksign is used fortell you somethingsign is made ofpaperpaste desirespastepaste is capable ofbe pastepaste has propertystickypaste is at locationfridgepaste is used formake paste,280
348,wall,,paste, paste the sign on the wall .,0,0,wall desiresbe openwall is capable ofseparate roomwall has propertyverticalwall is at locationwallwall is used fordivide roomwall is made ofconcretepaste desirespastepaste is capable ofbe pastepaste has propertystickypaste is at locationfridgepaste is used formake paste,270
349,opponent,,paste, He pasted his opponent .,1,1,opponent desireswinopponent is capable offightopponent has propertycompetitiveopponent is at locationsport eventopponent is used forwinopponent is made ofpersonpaste desirespastepaste is capable ofbe pastepaste has propertystickypaste is at locationfridgepaste is used formake paste,283
350,moon,,peep, The new moon peeped through the tree tops .,3,1,moon desiresshinemoon is capable ofrise in skymoon has propertyroundmoon is at locationskymoon is used forenergymoon is made ofrockpeep desiresflypeep is capable ofhearpeep has propertysmallpeep is at locationchurchpeep is used forlet in light,246
351,cold,,pierce, The cold pierced her bones .,2,1,cold desiresbe extinguishcold is capable ofkill youcold has propertyhard to ski oncold is at locationfreezercold is used forkill bacteriacold is made ofwaterpierce desiresget laypierce is capable ofpierce your fingerpierce has propertysharppierce is at locationyour fingerpierce is used forkill animal,303
352,scream,,pierce, The scream pierced the night .,2,1,scream desiresbe let outscream is capable ofmake person cryscream has propertybadscream is at locationoperascream is used forget helpscream is made ofpainpierce desiresget laypierce is capable ofpierce your fingerpierce has propertysharppierce is at locationyour fingerpierce is used forkill animal,300
353,needle,,pierce, The needle pierced her flesh .,2,0,needle desiressewneedle is capable ofpierce skinneedle has propertysharpneedle is at locationsew kitneedle is used forinject bloodneedle is made ofsteelpierce desiresget laypierce is capable ofpierce your fingerpierce has propertysharppierce is at locationyour fingerpierce is used forkill animal,298
354,needle,,pin, pin the needle to the shirt .,0,0,needle desiressewneedle is capable ofpierce skinneedle has propertysharpneedle is at locationsew kitneedle is used forinject bloodneedle is made ofsteelpin desiresplay gamepin is capable ofpierce skinpin has propertysharppin is at locationdeskpin is used forhold thing together,277
355,bug,,ping, The bugs pinged the lamp shade .,2,0,bug desireseatbug is capable offlybug has propertysmallbug is at locationtreebug is used foreatbug is made ofcellping desiresplay gameping is capable ofbe toyping has propertyfunping is at locationtoy storeping is used forplay ping pong,238
356,bullet,,ping, the bullet pinged when they struck the car .,2,0,bullet desireskillbullet is capable ofbe fatalbullet has propertydangerousbullet is at locationgunbullet is used forkillbullet is made ofmetalping desiresplay gameping is capable ofbe toyping has propertyfunping is at locationtoy storeping is used forplay ping pong,267
357,accountant,,ping, I 'll ping my accountant -- April 15 is nearing .,2,1,accountant desiresmoneyaccountant is capable ofmake moneyaccountant has propertyvery importantaccountant is at locationofficeaccountant is used formanage companyaccountant is made ofaccountantping desiresplay gameping is capable ofbe toyping has propertyfunping is at locationtoy storeping is used forplay ping pong,317
358,machine,,ping, ping your machine in the office .,0,0,machine desireseatmachine is capable ofdispensemachine has propertymechanicalmachine is at locationlaboratorymachine is used formake popcornmachine is made ofmetalping desiresplay gameping is capable ofbe toyping has propertyfunping is at locationtoy storeping is used forplay ping pong,286
359,market,,plunge, the stock market plunged .,3,1,market desiresgood productmarket is capable ofsell productmarket has propertyvery popularmarket is at locationcitymarket is used forbuy thingmarket is made ofpersonplunge desiresswimplunge is capable ofkill youplunge has propertydangerousplunge is at locationriverplunge is used forkill yourself,298
360,student,,plunge, The professor plunged his students into the study of the Italian text .,2,1,student desiresstudystudent is capable oflearnstudent has propertysmartstudent is at locationclassroomstudent is used forlearnstudent is made ofpersonplunge desiresswimplunge is capable ofkill youplunge has propertydangerousplunge is at locationriverplunge is used forkill yourself,283
361,mind,,poison, poison someone 's mind .,0,1,mind desiresbe freemind is capable ofbe dangerousmind has propertygoodmind is at locationyour headmind is used forthinkmind is made ofthoughtpoison desireskillpoison is capable ofkillpoison has propertyfatalpoison is at locationlaboratorypoison is used forkill,260
362,husband,,poison, She poisoned her husband .,1,0,husband desiresbe marry to womanhusband is capable ofmarry wifehusband has propertymalehusband is at locationbedhusband is used forwifehusband is made ofmalepoison desireskillpoison is capable ofkillpoison has propertyfatalpoison is at locationlaboratorypoison is used forkill,277
363,drink,,poison, Her husband poisoned her drink in order to kill her .,2,0,drink desiresbe drunkdrink is capable ofcause deathdrink has propertygooddrink is at locationbardrink is used forquench your thirstdrink is made ofmilkpoison desireskillpoison is capable ofkillpoison has propertyfatalpoison is at locationlaboratorypoison is used forkill,272
364,mushroom,,poison, This mushrooms can poison .,3,0,mushroom desireseat plantmushroom is capable ofbe mushroommushroom has propertygreenmushroom is at locationforestmushroom is used foreatmushroom is made ofmushroompoison desireskillpoison is capable ofkillpoison has propertyfatalpoison is at locationlaboratorypoison is used forkill,285
365,book,,portray, The book portrays the actor as a selfish person .,2,1,book desiresbe readbook is capable ofbe readbook has propertyheavybook is at locationlibrarybook is used forlearnbook is made ofpaperportray desiresperson to believeportray is capable ofportray personportray has propertygoodportray is at locationmovieportray is used forportray character,289
366,father,,portray, The father is portrayed as a good - looking man in this painting .,3,0,father desireshis child to be healthyfather is capable ofteach his childfather has propertymalefather is at locationfamilyfather is used forteachfather is made ofmaleportray desiresperson to believeportray is capable ofportray personportray has propertygoodportray is at locationmovieportray is used forportray character,323
367,question,,pose, This poses an interesting question .,1,1,question desiresanswerquestion is capable ofbe questionquestion has propertyimportantquestion is at locationnewspaperquestion is used forfind truthquestion is made offactpose desiresbe good at somethingpose is capable ofbe parodypose has propertyfunpose is at locationtheatrepose is used forshow off,300
368,woman,,pose, We do n't know the woman who posed for Leonardo so often .,7,0,woman desiresbe lovewoman is capable ofbe pregnantwoman has propertywalk along beachwoman is at locationbedwoman is used forhave sexwoman is made ofwomanpose desiresbe good at somethingpose is capable ofbe parodypose has propertyfunpose is at locationtheatrepose is used forshow off,289
369,knocker,,pound, the salesman pounded the door knocker .,2,0,knocker desiresbe let inknocker is capable ofbe openknocker has propertyopenknocker is at locationfront doorknocker is used forget someone attentionknocker is made ofwoodpound desireswinpound is capable ofbe heavy than featherpound has propertyheavypound is at locationjarpound is used forweigh item,301
370,water,,pound, The locks pound the water of the canal .,2,1,water desiresdrinkwater is capable offlow downhillwater has propertynecessary for lifewater is at locationice cubewater is used forwashwater is made ofwaterpound desireswinpound is capable ofbe heavy than featherpound has propertyheavypound is at locationjarpound is used forweigh item,287
371,prisoner,,pound, The prisoners are safely pounded .,4,1,prisoner desireshangprisoner is capable ofbe hangprisoner has propertydangerousprisoner is at locationprisonprisoner is used forpunishmentprisoner is made ofpersonpound desireswinpound is capable ofbe heavy than featherpound has propertyheavypound is at locationjarpound is used forweigh item,296
372,water,,pour, They poured water over the floor .,1,0,water desiresdrinkwater is capable offlow downhillwater has propertynecessary for lifewater is at locationice cubewater is used forwashwater is made ofwaterpour desireslightpour is capable ofcool waterpour has propertyliquidpour is at locationkitchenpour is used forquench your thirst,285
373,water,,pour, They poured water over the floor .,1,0,water desiresdrinkwater is capable offlow downhillwater has propertynecessary for lifewater is at locationice cubewater is used forwashwater is made ofwaterpour desireslightpour is capable ofcool waterpour has propertyliquidpour is at locationkitchenpour is used forquench your thirst,285
374,people,,pour, People were pouring out of the theater .,2,1,people desiresbe freepeople is capable ofeatpeople has propertyselfishpeople is at locationbus stoppeople is used forworkpeople is made ofpersonpour desireslightpour is capable ofcool waterpour has propertyliquidpour is at locationkitchenpour is used forquench your thirst,274
375,money,,pour, We poured money into the education of our children .,1,1,money desiresbe sharemoney is capable ofbuy happinessmoney has propertygoodmoney is at locationbankmoney is used forbuy thingmoney is made ofmoneypour desireslightpour is capable ofcool waterpour has propertyliquidpour is at locationkitchenpour is used forquench your thirst,275
376,crisis,,precipitate, The crisis precipitated by Russia 's revolution .,2,1,crisis desireswincrisis is capable ofincrease your riskcrisis has propertybadcrisis is at locationwarcrisis is used forcontrol situationcrisis is made ofpersonprecipitate desirescrashprecipitate is capable ofcause damageprecipitate has propertyfatalprecipitate is at locationthunderstormprecipitate is used forkill person,323
377,economy,,precipitate, Our economy precipitated into complete ruin .,2,1,economy desiresgood economyeconomy is capable ofincreaseeconomy has propertybadeconomy is at locationcityeconomy is used forbuy thingeconomy is made ofprofitprecipitate desirescrashprecipitate is capable ofcause damageprecipitate has propertyfatalprecipitate is at locationthunderstormprecipitate is used forkill person,321
378,train,,precipitate, The bridge broke and precipitated the train into the river below .,4,1,train desirestraveltrain is capable oftravel very fasttrain has propertynoisytrain is at locationtrain stationtrain is used fortraveltrain is made ofmetalprecipitate desirescrashprecipitate is capable ofcause damageprecipitate has propertyfatalprecipitate is at locationthunderstormprecipitate is used forkill person,320
379,peace,,preserve, preserve the peace in the family .,0,1,peace desiresgood lifepeace is capable ofbe falsepeace has propertygoodpeace is at locationcountrypeace is used forpeacepeace is made oflovepreserve desiresgood lifepreserve is capable ofbe dangerouspreserve has propertygoodpreserve is at locationjarpreserve is used forpreserve food,283
380,forest,,preserve, preserve the forest and the lakes .,0,0,forest desireswaterforest is capable ofbe beautiful place to liveforest has propertygreenforest is at locationcountrysideforest is used forshelterforest is made oftreepreserve desiresgood lifepreserve is capable ofbe dangerouspreserve has propertygoodpreserve is at locationjarpreserve is used forpreserve food,310
381,finger,,prick, The nurse pricked my finger to get a small blood sample .,2,0,finger desiresplayfinger is capable ofpointfinger has propertylongfinger is at locationfingerfinger is used forpointfinger is made ofgoldprick desiresfuckprick is capable ofprick youprick has propertysharpprick is at locationyour fingerprick is used forprick someone,268
382,skin,,prick, The needle pricked his skin .,2,0,skin desireseatskin is capable ofburnskin has propertysoftskin is at locationyour fingerskin is used forcover your bodyskin is made ofcellprick desiresfuckprick is capable ofprick youprick has propertysharpprick is at locationyour fingerprick is used forprick someone,269
383,conscience,,prick, The thought of her unhappiness pricked his conscience .,5,1,conscience desiresbe forgiveconscience is capable oflieconscience has propertygoodconscience is at locationconfessionconscience is used forjustify crimeconscience is made oflieprick desiresfuckprick is capable ofprick youprick has propertysharpprick is at locationyour fingerprick is used forprick someone,310
384,ego,,puff, The sudden fame puffed her ego .,3,1,ego desiresbe freeego is capable ofbe arroganceego has propertygoodego is at locationpersonego is used formanipulateego is made ofegopuff desiresbe light than airpuff is capable ofrisepuff has propertywhitepuff is at locationairpuff is used forblow,251
385,critic,,puff, The critics puffed up this Broadway production .,2,1,critic desiresgood jobcritic is capable ofpaint picturecritic has propertygoodcritic is at locationshowcritic is used forportray somethingcritic is made ofpersonpuff desiresbe light than airpuff is capable ofrisepuff has propertywhitepuff is at locationairpuff is used forblow,278
386,face,,puff, Her faced puffed up from the drugs .,2,0,face desiresbe touchface is capable ofbe different colorface has propertyroundface is at locationfaceface is used forlook at thingface is made ofbonepuff desiresbe light than airpuff is capable ofrisepuff has propertywhitepuff is at locationairpuff is used forblow,266
387,bullet,,pump, He pumped bullets into the dummy .,1,1,bullet desireskillbullet is capable ofbe fatalbullet has propertydangerousbullet is at locationgunbullet is used forkillbullet is made ofmetalpump desirespumppump is capable ofpump airpump has propertyloudpump is at locationpumppump is used forpump gas,253
388,athlete,,pump, The athlete pumps weights in the gym .,2,0,athlete desireswinathlete is capable ofplay basketballathlete has propertyvery competitiveathlete is at locationsoccer gameathlete is used forplay sportathlete is made ofmusclepump desirespumppump is capable ofpump airpump has propertyloudpump is at locationpumppump is used forpump gas,288
389,witness,,pump, She pumped the witnesses for information .,1,1,witness desireswinwitness is capable ofpresent evidencewitness has propertyimportantwitness is at locationtrialwitness is used forjudgewitness is made oftestimonypump desirespumppump is capable ofpump airpump has propertyloudpump is at locationpumppump is used forpump gas,273
390,table,,push, He pushed the table into a corner .,1,0,table desiresbe cleantable is capable ofbe different sizetable has propertyroundtable is at locationin restauranttable is used foreat attable is made ofwoodpush desireswinpush is capable ofpush somethingpush has propertyimportantpush is at locationdeskpush is used formove something,283
391,woman,,push," "" Now push hard "" , said the doctor to the woman .",2,0,woman desiresbe lovewoman is capable ofbe pregnantwoman has propertywalk along beachwoman is at locationbedwoman is used forhave sexwoman is made ofwomanpush desireswinpush is capable ofpush somethingpush has propertyimportantpush is at locationdeskpush is used formove something,281
392,salesman,,push, The salesman is aggressively pushing the new computer model .,4,1,salesman desiresget his productsalesman is capable ofsell productsalesman has propertyhelpfulsalesman is at locationmallsalesman is used forsell productsalesman is made ofleatherpush desireswinpush is capable ofpush somethingpush has propertyimportantpush is at locationdeskpush is used formove something,308
393,fifty,,push, She is pushing fifty .,2,1,fifty desireswinfifty is capable ofnumberfifty has propertyluckyfifty is at locationworldfifty is used formake moneyfifty is made ofpersonpush desireswinpush is capable ofpush somethingpush has propertyimportantpush is at locationdeskpush is used formove something,266
394,reform,,push, The liberal party pushed for reforms .,3,1,reform desireschange societyreform is capable ofquicklyreform has propertybadreform is at locationschoolreform is used forchangereform is made ofpersonpush desireswinpush is capable ofpush somethingpush has propertyimportantpush is at locationdeskpush is used formove something,280
395,drug,,push, The guy hanging around the school is pushing drugs .,7,1,drug desiresperson to drinkdrug is capable ofcloud minddrug has propertybaddrug is at locationpharmacydrug is used forget highdrug is made ofdrugpush desireswinpush is capable ofpush somethingpush has propertyimportantpush is at locationdeskpush is used formove something,278
396,crowd,,push, The crowd pushed forward .,2,0,crowd desiresplay sportcrowd is capable ofcheer for their herocrowd has propertynoisycrowd is at locationstadiumcrowd is used forwatch sportcrowd is made ofpersonpush desireswinpush is capable ofpush somethingpush has propertyimportantpush is at locationdeskpush is used formove something,290
397,sun,,radiate, The sun radiates heat .,2,0,sun desiresshinesun is capable ofshine brightsun has propertybrightsun is at locationskysun is used forenergysun is made ofsandradiate desireslightradiate is capable oftravel through airradiate has propertyhotradiate is at locationroomradiate is used forenergy,262
398,heat,,radiate, The sun radiates heat .,2,0,heat desiresfuelheat is capable ofburn skinheat has propertyhotheat is at locationovenheat is used forcookheat is made ofenergyradiate desireslightradiate is capable oftravel through airradiate has propertyhotradiate is at locationroomradiate is used forenergy,262
399,happiness,,radiate, She radiates happiness .,1,1,happiness desiresbe sharehappiness is capable ofbe feelhappiness has propertygoodhappiness is at locationhomehappiness is used forhappinesshappiness is made ofhappinessradiate desireslightradiate is capable oftravel through airradiate has propertyhotradiate is at locationroomradiate is used forenergy,302
400,police,,raid, The police raided the crack house .,2,0,police desiresfind suspectpolice is capable ofquestion suspectpolice has propertycorruptpolice is at locationroadblockpolice is used forprotect personpolice is made ofpersonraid desiresplunderraid is capable ofbe attackraid has propertybadraid is at locationwarraid is used formurder,285
401,pirate,,raid, The pirates raided the coastal villages regularly .,2,0,pirate desiresbootypirate is capable ofsail shippirate has propertypiratepirate is at locationshippirate is used forpiratepirate is made ofmenraid desiresplunderraid is capable ofbe attackraid has propertybadraid is at locationwarraid is used formurder,254
402,company,,raid, T. Boone Pickens raided many large companies .,3,0,company desiresprofitcompany is capable ofsell productcompany has propertycorruptcompany is at locationcitycompany is used formake moneycompany is made ofpersonraid desiresplunderraid is capable ofbe attackraid has propertybadraid is at locationwarraid is used formurder,273
403,refrigerator,,raid, Our babysitter raided our refrigerator .,2,1,refrigerator desireswaterrefrigerator is capable ofstore foodrefrigerator has propertyhotrefrigerator is at locationkitchenrefrigerator is used forkeep food coldrefrigerator is made ofmetalraid desiresplunderraid is capable ofbe attackraid has propertybadraid is at locationwarraid is used formurder,301
404,feeling,,recapture, She could not recapture that feeling of happiness .,3,1,feeling desiresplay gamefeeling is capable ofincrease your sense of selffeeling has propertyuncomfortablefeeling is at locationyour fingerfeeling is used formake thingfeeling is made ofemotionrecapture desiresfreedomrecapture is capable ofmake you happyrecapture has propertybadrecapture is at locationwarrecapture is used forget away from government,353
405,idea,,recapture, The author recaptures an old idea here .,2,1,idea desiresbe understandidea is capable ofbe abstractidea has propertyimportantidea is at locationchurchidea is used forunderstandidea is made ofidearecapture desiresfreedomrecapture is capable ofmake you happyrecapture has propertybadrecapture is at locationwarrecapture is used forget away from government,310
406,fort,,recapture, The military forces managed to recapture the fort .,5,0,fort desiresinvadefort is capable ofbe fortfort has propertylargefort is at locationindiafort is used forprotect your countryfort is made ofstonerecapture desiresfreedomrecapture is capable ofmake you happyrecapture has propertybadrecapture is at locationwarrecapture is used forget away from government,308
407,prisoner,,recapture, They tried to recapture the escaped prisoner .,3,0,prisoner desireshangprisoner is capable ofbe hangprisoner has propertydangerousprisoner is at locationprisonprisoner is used forpunishmentprisoner is made ofpersonrecapture desiresfreedomrecapture is capable ofmake you happyrecapture has propertybadrecapture is at locationwarrecapture is used forget away from government,324
408,bell,,recast, The bell cracked and had to be recast .,7,0,bell desiresbe playbell is capable ofringbell has propertyloudbell is at locationschoolbell is used forsummon someonebell is made ofmetalrecast desiresbe cast outrecast is capable ofbe castrecast has propertybadrecast is at locationtelevisionrecast is used forwatch tv,275
409,image,,recast, She had to recast her image to please the electorate in her home state .,3,1,image desiresbe createimage is capable ofbe reverseimage has propertyreflectiveimage is at locationmovieimage is used fordescribe thingimage is made ofpaperrecast desiresbe cast outrecast is capable ofbe castrecast has propertybadrecast is at locationtelevisionrecast is used forwatch tv,290
410,fame,,redound, Fame redounds to the heroes .,1,1,fame desireswinfame is capable ofcome in many different colorfame has propertygoodfame is at locationmoviefame is used forfamefame is made ofsuccessredound desireswinredound is capable ofcause accidentredound has propertyredredound is at locationcountryredound is used fordrive car,282
411,effort,,redound, Her efforts will redound to the general good .,3,1,effort desiresbe freeeffort is capable ofbe overcomeeffort has propertyimportanteffort is at locationworkeffort is used foraccomplish goaleffort is made ofeffortredound desireswinredound is capable ofcause accidentredound has propertyredredound is at locationcountryredound is used fordrive car,297
412,belief,,reflect, This action reflects his true beliefs .,2,1,belief desirestruthbelief is capable ofbe falsebelief has propertyimportantbelief is at locationchurchbelief is used forjustify actionbelief is made ofbeliefreflect desiresbe understandreflect is capable ofbe illusionreflect has propertyreflectivereflect is at locationrainbowreflect is used forinsight,304
413,sound,,reflect, Sound is reflected well in this auditorium .,2,0,sound desiresmusicsound is capable ofbe recordsound has propertyloudsound is at locationoperasound is used forcommunicatesound is made ofsoundreflect desiresbe understandreflect is capable ofbe illusionreflect has propertyreflectivereflect is at locationrainbowreflect is used forinsight,289
414,road,,reflect, Drive carefully -- the wet road reflects .,6,0,road desirestravelroad is capable ofbe roadroad has propertyconfuseroad is at locationcountryroad is used fordriveroad is made ofconcretereflect desiresbe understandreflect is capable ofbe illusionreflect has propertyreflectivereflect is at locationrainbowreflect is used forinsight,288
415,image,,reflect, her sunglasses reflected his image .,2,0,image desiresbe createimage is capable ofbe reverseimage has propertyreflectiveimage is at locationmovieimage is used fordescribe thingimage is made ofpaperreflect desiresbe understandreflect is capable ofbe illusionreflect has propertyreflectivereflect is at locationrainbowreflect is used forinsight,303
416,interest,,reflect, His lack of interest in the project reflects badly on him .,7,1,interest desiresplay gameinterest is capable ofbe useinterest has propertyinterestinterest is at locationschoolinterest is used forentertainmentinterest is made ofideareflect desiresbe understandreflect is capable ofbe illusionreflect has propertyreflectivereflect is at locationrainbowreflect is used forinsight,319
417,mess,,reflect, The mess in his dorm room reflects on the student .,6,1,mess desiresplaymess is capable ofmake person angrymess has propertymessymess is at locationdeskmess is used formake messmess is made ofobjectreflect desiresbe understandreflect is capable ofbe illusionreflect has propertyreflectivereflect is at locationrainbowreflect is used forinsight,293
418,system,,reform, reform a political system .,0,0,system desiresbe freesystem is capable ofbe breaksystem has propertycomplexsystem is at locationcomputersystem is used forcontrolsystem is made ofgroupreform desireschange societyreform is capable ofquicklyreform has propertybadreform is at locationschoolreform is used forchange,279
419,tension,,relax, relax the tension on the rope .,0,0,tension desiresplaytension is capable ofcause injurytension has propertybadtension is at locationairporttension is used forcontroltension is made oftensionrelax desiresrelaxrelax is capable ofhelp you stay awakerelax has propertygoodrelax is at locationbeachrelax is used forrelax,280
420,bath,,relax, A hot bath always relaxes me .,4,0,bath desiresbubble bathbath is capable ofbe cleanbath has propertyhotbath is at locationbathroombath is used forwashbath is made ofwaterrelax desiresrelaxrelax is capable ofhelp you stay awakerelax has propertygoodrelax is at locationbeachrelax is used forrelax,265
421,colleague,,relax, our new colleague relaxed when he saw that we were a friendly group .,3,0,colleague desiresget paycolleague is capable ofwork with patientcolleague has propertyhelpfulcolleague is at locationofficecolleague is used forhelpcolleague is made ofpersonrelax desiresrelaxrelax is capable ofhelp you stay awakerelax has propertygoodrelax is at locationbeachrelax is used forrelax,302
422,government,,relax, The government relaxed the curfew after most of the rebels were caught .,2,1,government desiresgood governmentgovernment is capable ofbe corruptgovernment has propertycorruptgovernment is at locationdemocracygovernment is used forcontrolgovernment is made ofgovernmentrelax desiresrelaxrelax is capable ofhelp you stay awakerelax has propertygoodrelax is at locationbeachrelax is used forrelax,318
423,rule,,relax, The rules relaxed after the new director arrived .,2,1,rule desiresrulerule is capable ofbe rulerule has propertyimportantrule is at locationschoolrule is used forenforce lawrule is made ofrulerelax desiresrelaxrelax is capable ofhelp you stay awakerelax has propertygoodrelax is at locationbeachrelax is used forrelax,265
