,arg1,arg2,verb,sentence,verb_idx,label,new_sentences,new_ind
284,responsibility,,lay, lay a responsibility on someone .,0,1,responsibility has propertyimportant responsibility is at locationschool responsibility is used formake decision lay desires play. lay is at location in bed. lay is used for sleep.  lay a responsibility on someone .,32
285,news,,leak, The news were leaked to the paper .,3,1,news has propertybad news is at locationtelevision news is used forgossip leak desires leak. leak is at location faucet. leak is used for make water transparent.  The news were leaked to the paper .,37
286,water,,leak, Water leaked out of the can into the backpack .,1,0,water has propertynecessary for life water is at locationice cube water is used forwash leak desires leak. leak is at location faucet. leak is used for make water transparent.  Water leaked out of the can into the backpack .,40
287,container,,leak, The container leaked gasoline .,2,0,container has propertyheavy container is at locationkitchen container is used forhold thing leak desires leak. leak is at location faucet. leak is used for make water transparent.  The container leaked gasoline .,34
288,rifle,,lean, He leaned his rifle against the wall .,1,0,rifle has propertydangerous rifle is at locationarmory rifle is used forkill person lean desires be with woman. lean is at location kitchen. lean is used for support.  He leaned his rifle against the wall .,36
289,car,,lend, I will lend you my car .,2,0,car has propertydangerous car is at locationin garage car is used fortravel lend desires get money. lend is at location bank. lend is used for buy thing.  I will lend you my car .,36
290,story,,lend, This story would lend itself well to serialization on television .,3,1,story has propertyinaccurate story is at locationnewspaper story is used forentertainment lend desires get money. lend is at location bank. lend is used for buy thing.  This story would lend itself well to serialization on television .,40
291,criticism,,level, level criticism or charges at somebody .,0,1,criticism has propertybad criticism is at locationschool criticism is used formake person angry level desires win. level is at location desk. level is used for measure weight.  level criticism or charges at somebody .,34
292,building,,level, The building was levelled .,3,0,building has propertytall building is at locationbuild building is used forshelter level desires win. level is at location desk. level is used for measure weight.  The building was levelled .,33
293,ground,,level, The ground levelled off .,2,0,ground has propertyflat ground is at locationgrind ground is used forstand on level desires win. level is at location desk. level is used for measure weight.  The ground levelled off .,33
294,fate,,lie, The fate of Bosnia lies in the hands of the West .,4,1,fate has propertyinevitable fate is at locationuniverse fate is used forend life lie desires win. lie is at location tabloid newspaper. lie is used for deception.  The fate of Bosnia lies in the hands of the West .,42
295,conversation,,lighten, the conversation lightened me up a bit .,2,1,conversation has propertyimportant to person conversation is at locationdinner conversation is used forcommunicate lighten desires light. lighten is at location boat. lighten is used for lighten mood.  the conversation lightened me up a bit .,37
296,load,,lighten, she lightened the load on the tired donkey .,1,0,load has propertyheavy load is at locationgarage load is used forcarry lighten desires light. lighten is at location boat. lighten is used for lighten mood.  she lightened the load on the tired donkey .,35
297,room,,lighten, The room lightened up .,2,0,room has propertydark room is at locationhouse room is used forsleep lighten desires light. lighten is at location boat. lighten is used for lighten mood.  The room lightened up .,32
298,tree,,line, trees line the riverbank .,1,1,tree has propertygreen tree is at locationforest tree is used forshade line desires win. line is at location subway. line is used for measure.  trees line the riverbank .,30
299,sorrow,,line, sorrow had lined his face .,2,1,sorrow has propertybad sorrow is at locationfuneral sorrow is used formourn line desires win. line is at location subway. line is used for measure.  sorrow had lined his face .,32
300,book,,line, lined books are more enduring .,0,0,book has propertyheavy book is at locationlibrary book is used forlearn line desires win. line is at location subway. line is used for measure.  lined books are more enduring .,30
301,truck,,load, load the truck with hay .,0,0,truck has propertynoisy truck is at locationgarage truck is used fortransport thing load desires travel. load is at location garage. load is used for carry.  load the truck with hay .,31
302,gun,,load, He loaded his gun carefully .,1,0,gun has propertydangerous gun is at locationpolice station gun is used forkill person load desires travel. load is at location garage. load is used for carry.  He loaded his gun carefully .,33
303,bag,,load, load the bags onto the trucks .,0,0,bag has propertyheavy bag is at locationgrocery store bag is used forcarry thing load desires travel. load is at location garage. load is used for carry.  load the bags onto the trucks .,33
304,bike,,lock, Lock the bike to the fence !,0,0,bike has propertyfun bike is at locationgarage bike is used fortravel lock desires open. lock is at location garage. lock is used for keep person out.  Lock the bike to the fence !,33
305,knee,,lock, The therapist noticed that the patient 's knees tended to lock in this exercise .,10,0,knee has propertybend knee is at locationtable knee is used forstand lock desires open. lock is at location garage. lock is used for keep person out.  The therapist noticed that the patient 's knees tended to lock in this exercise .,51
306,hand,,lock, He locked his hands around her neck .,1,1,hand has propertyhold up by wrist hand is at locationpurse hand is used forhold thing lock desires open. lock is at location garage. lock is used for keep person out.  He locked his hands around her neck .,39
307,laughing,,lock, He was locked in a laughing fit .,2,1,laughing has propertygood laughing is at locationcircus laughing is used forfun lock desires open. lock is at location garage. lock is used for keep person out.  He was locked in a laughing fit .,36
308,jewel,,lock, She locked her jewels in the safe .,1,0,jewel has propertyexpensive jewel is at locationjewelry store jewel is used forplay lock desires open. lock is at location garage. lock is used for keep person out.  She locked her jewels in the safe .,36
309,bicycle,,loop, The bicycle looped around the tree .,2,1,bicycle has propertyfun bicycle is at locationstreet corner bicycle is used fortravel loop desires play game. loop is at location bicycle. loop is used for hold thing together.  The bicycle looped around the tree .,37
310,plane,,loop, The stunt pilot looped his plane .,3,0,plane has propertyfly plane is at locationairport plane is used forfly loop desires play game. loop is at location bicycle. loop is used for hold thing together.  The stunt pilot looped his plane .,37
311,surface,,map, map the surface of Venus .,0,0,surface has propertyflat surface is at locationocean surface is used forhold thing together map desires map. map is at location library. map is used for find place.  map the surface of Venus .,33
312,galaxy,,map, We have n't even begun to map the many galaxies that we know exist .,6,0,galaxy has propertylarge galaxy is at locationspace galaxy is used forlive in map desires map. map is at location library. map is used for find place.  We have n't even begun to map the many galaxies that we know exist .,47
313,sorrow,,map, sorrow was mapped on the mother 's face .,2,1,sorrow has propertybad sorrow is at locationfuneral sorrow is used formourn map desires map. map is at location library. map is used for find place.  sorrow was mapped on the mother 's face .,36
314,prisoner,,march, The Japanese marched their prisoners through Manchuria .,2,0,prisoner has propertydangerous prisoner is at locationprison prisoner is used forpunishment march desires fight war. march is at location march hare. march is used for march.  The Japanese marched their prisoners through Manchuria .,36
315,contribution,,match, The company matched the employees ' contributions .,2,1,contribution has propertyimportant contribution is at locationmeet contribution is used formake decision match desires light. match is at location match. match is used for light candle.  The company matched the employees ' contributions .,36
316,dream,,match, This job does n't match my dreams .,4,1,dream has propertyfun dream is at locationyour mind dream is used forfun match desires light. match is at location match. match is used for light candle.  This job does n't match my dreams .,38
317,athlete,,match, Let them match their best athletes against ours .,2,1,athlete has propertyvery competitive athlete is at locationsoccer game athlete is used forplay sport match desires light. match is at location match. match is used for light candle.  Let them match their best athletes against ours .,39
318,piece,,match, The two pieces match .,3,0,piece has propertyflat piece is at locationpuzzle piece is used formake music match desires light. match is at location match. match is used for light candle.  The two pieces match .,34
319,experience,,mellow, Age and experience mellowed him over the years .,3,1,experience has propertyimportant experience is at locationschool experience is used forlearn mellow desires soothe. mellow is at location refrigerator. mellow is used for relax.  Age and experience mellowed him over the years .,36
320,apple,,mellow, These apples need to mellow a bit more .,4,0,apple has propertygreen apple is at locationfridge apple is used foreat mellow desires soothe. mellow is at location refrigerator. mellow is used for relax.  These apples need to mellow a bit more .,37
321,wax,,melt, The wax melted in the sun .,2,0,wax has propertysticky wax is at locationjar wax is used forclean melt desires eat. melt is at location ice. melt is used for make ice.  The wax melted in the sun .,34
322,ice,,melt, The sun melted the ice .,2,0,ice has propertycold ice is at locationfreezer ice is used forcool thing melt desires eat. melt is at location ice. melt is used for make ice.  The sun melted the ice .,34
323,actor,,melt, Hundreds of actors were melting into the scene .,4,1,actor has propertygood at act actor is at locationmovie actor is used forplay melt desires eat. melt is at location ice. melt is used for make ice.  Hundreds of actors were melting into the scene .,40
324,resistance,,melt, her resistance melted under his charm .,2,1,resistance has propertybad resistance is at locationwar resistance is used forcontrol melt desires eat. melt is at location ice. melt is used for make ice.  her resistance melted under his charm .,34
325,furniture,,mold, The furniture molded in the old house .,2,0,furniture has propertydecorative furniture is at locationhouse furniture is used formake room comfortable mold desires water. mold is at location refrigerator. mold is used for make something.  The furniture molded in the old house .,37
326,ball,,mold, She molded the rice balls carefully .,1,0,ball has propertyround ball is at locationtoy store ball is used forplay basketball mold desires water. mold is at location refrigerator. mold is used for make something.  She molded the rice balls carefully .,35
327,dress,,mold, The dress molds her beautiful figure .,2,1,dress has propertysexy dress is at locationsuitcase dress is used fordress mold desires water. mold is at location refrigerator. mold is used for make something.  The dress molds her beautiful figure .,34
328,aerator,,mount, They mounted the aerator on a floating .,1,0,aerator has propertyfast aerator is at locationair aerator is used forlift mount desires ride horse. mount is at location mountain. mount is used for ride horse.  They mounted the aerator on a floating .,35
329,slide,,mount, mount slides for macroscopic analysis .,0,0,slide has propertyhard slide is at locationpiano slide is used forslide mount desires ride horse. mount is at location mountain. mount is used for ride horse.  mount slides for macroscopic analysis .,32
330,campaign,,mount, mount a campaign against pornography .,0,1,campaign has propertybad campaign is at locationcity campaign is used forget money mount desires ride horse. mount is at location mountain. mount is used for ride horse.  mount a campaign against pornography .,33
331,production,,mount, mount a theater production .,0,1,production has propertyfun production is at locationtheater production is used forproduce mount desires ride horse. mount is at location mountain. mount is used for ride horse.  mount a theater production .,31
332,husband,,nag, She nags her husband all day long .,1,0,husband has propertymale husband is at locationbed husband is used forwife nag desires be let out. nag is at location your dog. nag is used for get food.  She nags her husband all day long .,37
333,doubt,,nag, nagging concerns and doubts .,0,1,doubt has propertyfalse doubt is at locationbible doubt is used forlie nag desires be let out. nag is at location your dog. nag is used for get food.  nagging concerns and doubts .,33
334,security,,negociate, negociate securities .,0,0,security has propertybad security is at locationairport security is used forprotect person negociate desires equality. negociate is at location india. negociate is used for live in.  negociate securities .,29
335,mountain,,negociate, The hiker negociated the high mountain pass .,2,1,mountain has propertyvery tall mountain is at locationmountain mountain is used forclimb negociate desires equality. negociate is at location india. negociate is used for live in.  The hiker negociated the high mountain pass .,36
336,party,,negociate, The parties negociated all night .,2,0,party has propertyfun party is at locationfraternity house party is used forcelebrate negociate desires equality. negociate is at location india. negociate is used for live in.  The parties negociated all night .,34
337,republic,,neutralize, The treaty neutralized the small republic .,2,1,republic has propertycorrupt republic is at locationchina republic is used forgovern neutralize desires win. neutralize is at location war. neutralize is used for kill.  The treaty neutralized the small republic .,33
338,optimism,,neutralize, Her optimism neutralizes his gloom .,2,1,optimism has propertygood optimism is at locationoffice build optimism is used foroptimism neutralize desires win. neutralize is at location war. neutralize is used for kill.  Her optimism neutralizes his gloom .,33
339,solution,,neutralize, She neutralized the solution .,1,0,solution has propertyimportant solution is at locationmath book solution is used forsolve problem neutralize desires win. neutralize is at location war. neutralize is used for kill.  She neutralized the solution .,32
340,approval,,nod, He nodded his approval .,1,0,approval has propertyimportant approval is at locationchurch approval is used formake decision nod desires be understand. nod is at location restaurant. nod is used for indicate agreement.  He nodded his approval .,33
341,teacher,,nod, The teacher nodded when the student gave the right answer .,2,0,teacher has propertyimportant teacher is at locationclassroom teacher is used forteach nod desires be understand. nod is at location restaurant. nod is used for indicate agreement.  The teacher nodded when the student gave the right answer .,39
342,man,,nod, The old man was nodding in his chair .,4,0,man has propertymale man is at locationoffice man is used forlove nod desires be understand. nod is at location restaurant. nod is used for indicate agreement.  The old man was nodding in his chair .,39
343,flower,,nod, the flowers were nodding in the breeze .,3,1,flower has propertypretty flower is at locationwindowsill flower is used fordecorate room nod desires be understand. nod is at location restaurant. nod is used for indicate agreement.  the flowers were nodding in the breeze .,38
344,room,,paint, We painted the rooms yellow .,1,0,room has propertydark room is at locationhouse room is used forsleep paint desires paint picture. paint is at location art show. paint is used for make art.  We painted the rooms yellow .,34
345,mistress,,paint, He painted his mistress many times .,1,0,mistress has propertygood at what she do mistress is at locationmansion mistress is used forsex paint desires paint picture. paint is at location art show. paint is used for make art.  He painted his mistress many times .,39
346,heart,,palpitate, Her violent feelings palpitated the young woman 's heart .,3,0,heart has propertystrong heart is at locationperson heart is used forlove palpitate desires vomit. palpitate is at location stomach. palpitate is used for increase heart rate.  Her violent feelings palpitated the young woman 's heart .,39
347,sign,,paste, paste the sign on the wall .,0,0,sign has propertyred sign is at locationroadblock sign is used fortell you something paste desires paste. paste is at location fridge. paste is used for make paste.  paste the sign on the wall .,34
348,wall,,paste, paste the sign on the wall .,0,0,wall has propertyvertical wall is at locationwall wall is used fordivide room paste desires paste. paste is at location fridge. paste is used for make paste.  paste the sign on the wall .,33
349,opponent,,paste, He pasted his opponent .,1,1,opponent has propertycompetitive opponent is at locationsport event opponent is used forwin paste desires paste. paste is at location fridge. paste is used for make paste.  He pasted his opponent .,32
350,moon,,peep, The new moon peeped through the tree tops .,3,1,moon has propertyround moon is at locationsky moon is used forenergy peep desires fly. peep is at location church. peep is used for let in light.  The new moon peeped through the tree tops .,38
351,cold,,pierce, The cold pierced her bones .,2,1,cold has propertyhard to ski on cold is at locationfreezer cold is used forkill bacteria pierce desires get lay. pierce is at location your finger. pierce is used for kill animal.  The cold pierced her bones .,39
352,scream,,pierce, The scream pierced the night .,2,1,scream has propertybad scream is at locationopera scream is used forget help pierce desires get lay. pierce is at location your finger. pierce is used for kill animal.  The scream pierced the night .,36
353,needle,,pierce, The needle pierced her flesh .,2,0,needle has propertysharp needle is at locationsew kit needle is used forinject blood pierce desires get lay. pierce is at location your finger. pierce is used for kill animal.  The needle pierced her flesh .,37
354,needle,,pin, pin the needle to the shirt .,0,0,needle has propertysharp needle is at locationsew kit needle is used forinject blood pin desires play game. pin is at location desk. pin is used for hold thing together.  pin the needle to the shirt .,36
355,bug,,ping, The bugs pinged the lamp shade .,2,0,bug has propertysmall bug is at locationtree bug is used foreat ping desires play game. ping is at location toy store. ping is used for play ping pong.  The bugs pinged the lamp shade .,37
356,bullet,,ping, the bullet pinged when they struck the car .,2,0,bullet has propertydangerous bullet is at locationgun bullet is used forkill ping desires play game. ping is at location toy store. ping is used for play ping pong.  the bullet pinged when they struck the car .,39
357,accountant,,ping, I 'll ping my accountant -- April 15 is nearing .,2,1,accountant has propertyvery important accountant is at locationoffice accountant is used formanage company ping desires play game. ping is at location toy store. ping is used for play ping pong.  I 'll ping my accountant -- April 15 is nearing .,43
358,machine,,ping, ping your machine in the office .,0,0,machine has propertymechanical machine is at locationlaboratory machine is used formake popcorn ping desires play game. ping is at location toy store. ping is used for play ping pong.  ping your machine in the office .,36
359,market,,plunge, the stock market plunged .,3,1,market has propertyvery popular market is at locationcity market is used forbuy thing plunge desires swim. plunge is at location river. plunge is used for kill yourself.  the stock market plunged .,35
360,student,,plunge, The professor plunged his students into the study of the Italian text .,2,1,student has propertysmart student is at locationclassroom student is used forlearn plunge desires swim. plunge is at location river. plunge is used for kill yourself.  The professor plunged his students into the study of the Italian text .,40
361,mind,,poison, poison someone 's mind .,0,1,mind has propertygood mind is at locationyour head mind is used forthink poison desires kill. poison is at location laboratory. poison is used for kill.  poison someone 's mind .,30
362,husband,,poison, She poisoned her husband .,1,0,husband has propertymale husband is at locationbed husband is used forwife poison desires kill. poison is at location laboratory. poison is used for kill.  She poisoned her husband .,30
363,drink,,poison, Her husband poisoned her drink in order to kill her .,2,0,drink has propertygood drink is at locationbar drink is used forquench your thirst poison desires kill. poison is at location laboratory. poison is used for kill.  Her husband poisoned her drink in order to kill her .,39
364,mushroom,,poison, This mushrooms can poison .,3,0,mushroom has propertygreen mushroom is at locationforest mushroom is used foreat poison desires kill. poison is at location laboratory. poison is used for kill.  This mushrooms can poison .,32
365,book,,portray, The book portrays the actor as a selfish person .,2,1,book has propertyheavy book is at locationlibrary book is used forlearn portray desires person to believe. portray is at location movie. portray is used for portray character.  The book portrays the actor as a selfish person .,39
366,father,,portray, The father is portrayed as a good - looking man in this painting .,3,0,father has propertymale father is at locationfamily father is used forteach portray desires person to believe. portray is at location movie. portray is used for portray character.  The father is portrayed as a good - looking man in this painting .,44
367,question,,pose, This poses an interesting question .,1,1,question has propertyimportant question is at locationnewspaper question is used forfind truth pose desires be good at something. pose is at location theatre. pose is used for show off.  This poses an interesting question .,36
368,woman,,pose, We do n't know the woman who posed for Leonardo so often .,7,0,woman has propertywalk along beach woman is at locationbed woman is used forhave sex pose desires be good at something. pose is at location theatre. pose is used for show off.  We do n't know the woman who posed for Leonardo so often .,51
369,knocker,,pound, the salesman pounded the door knocker .,2,0,knocker has propertyopen knocker is at locationfront door knocker is used forget someone attention pound desires win. pound is at location jar. pound is used for weigh item.  the salesman pounded the door knocker .,37
370,water,,pound, The locks pound the water of the canal .,2,1,water has propertynecessary for life water is at locationice cube water is used forwash pound desires win. pound is at location jar. pound is used for weigh item.  The locks pound the water of the canal .,39
371,prisoner,,pound, The prisoners are safely pounded .,4,1,prisoner has propertydangerous prisoner is at locationprison prisoner is used forpunishment pound desires win. pound is at location jar. pound is used for weigh item.  The prisoners are safely pounded .,35
372,water,,pour, They poured water over the floor .,1,0,water has propertynecessary for life water is at locationice cube water is used forwash pour desires light. pour is at location kitchen. pour is used for quench your thirst.  They poured water over the floor .,37
373,water,,pour, They poured water over the floor .,1,0,water has propertynecessary for life water is at locationice cube water is used forwash pour desires light. pour is at location kitchen. pour is used for quench your thirst.  They poured water over the floor .,37
374,people,,pour, People were pouring out of the theater .,2,1,people has propertyselfish people is at locationbus stop people is used forwork pour desires light. pour is at location kitchen. pour is used for quench your thirst.  People were pouring out of the theater .,37
375,money,,pour, We poured money into the education of our children .,1,1,money has propertygood money is at locationbank money is used forbuy thing pour desires light. pour is at location kitchen. pour is used for quench your thirst.  We poured money into the education of our children .,38
376,crisis,,precipitate, The crisis precipitated by Russia 's revolution .,2,1,crisis has propertybad crisis is at locationwar crisis is used forcontrol situation precipitate desires crash. precipitate is at location thunderstorm. precipitate is used for kill person.  The crisis precipitated by Russia 's revolution .,36
377,economy,,precipitate, Our economy precipitated into complete ruin .,2,1,economy has propertybad economy is at locationcity economy is used forbuy thing precipitate desires crash. precipitate is at location thunderstorm. precipitate is used for kill person.  Our economy precipitated into complete ruin .,35
378,train,,precipitate, The bridge broke and precipitated the train into the river below .,4,1,train has propertynoisy train is at locationtrain station train is used fortravel precipitate desires crash. precipitate is at location thunderstorm. precipitate is used for kill person.  The bridge broke and precipitated the train into the river below .,42
379,peace,,preserve, preserve the peace in the family .,0,1,peace has propertygood peace is at locationcountry peace is used forpeace preserve desires good life. preserve is at location jar. preserve is used for preserve food.  preserve the peace in the family .,33
380,forest,,preserve, preserve the forest and the lakes .,0,0,forest has propertygreen forest is at locationcountryside forest is used forshelter preserve desires good life. preserve is at location jar. preserve is used for preserve food.  preserve the forest and the lakes .,33
381,finger,,prick, The nurse pricked my finger to get a small blood sample .,2,0,finger has propertylong finger is at locationfinger finger is used forpoint prick desires fuck. prick is at location your finger. prick is used for prick someone.  The nurse pricked my finger to get a small blood sample .,40
382,skin,,prick, The needle pricked his skin .,2,0,skin has propertysoft skin is at locationyour finger skin is used forcover your body prick desires fuck. prick is at location your finger. prick is used for prick someone.  The needle pricked his skin .,37
383,conscience,,prick, The thought of her unhappiness pricked his conscience .,5,1,conscience has propertygood conscience is at locationconfession conscience is used forjustify crime prick desires fuck. prick is at location your finger. prick is used for prick someone.  The thought of her unhappiness pricked his conscience .,41
384,ego,,puff, The sudden fame puffed her ego .,3,1,ego has propertygood ego is at locationperson ego is used formanipulate puff desires be light than air. puff is at location air. puff is used for blow.  The sudden fame puffed her ego .,37
385,critic,,puff, The critics puffed up this Broadway production .,2,1,critic has propertygood critic is at locationshow critic is used forportray something puff desires be light than air. puff is at location air. puff is used for blow.  The critics puffed up this Broadway production .,38
386,face,,puff, Her faced puffed up from the drugs .,2,0,face has propertyround face is at locationface face is used forlook at thing puff desires be light than air. puff is at location air. puff is used for blow.  Her faced puffed up from the drugs .,39
387,bullet,,pump, He pumped bullets into the dummy .,1,1,bullet has propertydangerous bullet is at locationgun bullet is used forkill pump desires pump. pump is at location pump. pump is used for pump gas.  He pumped bullets into the dummy .,33
388,athlete,,pump, The athlete pumps weights in the gym .,2,0,athlete has propertyvery competitive athlete is at locationsoccer game athlete is used forplay sport pump desires pump. pump is at location pump. pump is used for pump gas.  The athlete pumps weights in the gym .,38
389,witness,,pump, She pumped the witnesses for information .,1,1,witness has propertyimportant witness is at locationtrial witness is used forjudge pump desires pump. pump is at location pump. pump is used for pump gas.  She pumped the witnesses for information .,33
390,table,,push, He pushed the table into a corner .,1,0,table has propertyround table is at locationin restaurant table is used foreat at push desires win. push is at location desk. push is used for move something.  He pushed the table into a corner .,36
391,woman,,push," "" Now push hard "" , said the doctor to the woman .",2,0,"woman has propertywalk along beach woman is at locationbed woman is used forhave sex push desires win. push is at location desk. push is used for move something.  "" Now push hard "" , said the doctor to the woman .",43
392,salesman,,push, The salesman is aggressively pushing the new computer model .,4,1,salesman has propertyhelpful salesman is at locationmall salesman is used forsell product push desires win. push is at location desk. push is used for move something.  The salesman is aggressively pushing the new computer model .,40
393,fifty,,push, She is pushing fifty .,2,1,fifty has propertylucky fifty is at locationworld fifty is used formake money push desires win. push is at location desk. push is used for move something.  She is pushing fifty .,33
394,reform,,push, The liberal party pushed for reforms .,3,1,reform has propertybad reform is at locationschool reform is used forchange push desires win. push is at location desk. push is used for move something.  The liberal party pushed for reforms .,35
395,drug,,push, The guy hanging around the school is pushing drugs .,7,1,drug has propertybad drug is at locationpharmacy drug is used forget high push desires win. push is at location desk. push is used for move something.  The guy hanging around the school is pushing drugs .,43
396,crowd,,push, The crowd pushed forward .,2,0,crowd has propertynoisy crowd is at locationstadium crowd is used forwatch sport push desires win. push is at location desk. push is used for move something.  The crowd pushed forward .,33
397,sun,,radiate, The sun radiates heat .,2,0,sun has propertybright sun is at locationsky sun is used forenergy radiate desires light. radiate is at location room. radiate is used for energy.  The sun radiates heat .,31
398,heat,,radiate, The sun radiates heat .,2,0,heat has propertyhot heat is at locationoven heat is used forcook radiate desires light. radiate is at location room. radiate is used for energy.  The sun radiates heat .,31
399,happiness,,radiate, She radiates happiness .,1,1,happiness has propertygood happiness is at locationhome happiness is used forhappiness radiate desires light. radiate is at location room. radiate is used for energy.  She radiates happiness .,29
400,police,,raid, The police raided the crack house .,2,0,police has propertycorrupt police is at locationroadblock police is used forprotect person raid desires plunder. raid is at location war. raid is used for murder.  The police raided the crack house .,34
401,pirate,,raid, The pirates raided the coastal villages regularly .,2,0,pirate has propertypirate pirate is at locationship pirate is used forpirate raid desires plunder. raid is at location war. raid is used for murder.  The pirates raided the coastal villages regularly .,34
402,company,,raid, T. Boone Pickens raided many large companies .,3,0,company has propertycorrupt company is at locationcity company is used formake money raid desires plunder. raid is at location war. raid is used for murder.  T. Boone Pickens raided many large companies .,36
403,refrigerator,,raid, Our babysitter raided our refrigerator .,2,1,refrigerator has propertyhot refrigerator is at locationkitchen refrigerator is used forkeep food cold raid desires plunder. raid is at location war. raid is used for murder.  Our babysitter raided our refrigerator .,34
404,feeling,,recapture, She could not recapture that feeling of happiness .,3,1,feeling has propertyuncomfortable feeling is at locationyour finger feeling is used formake thing recapture desires freedom. recapture is at location war. recapture is used for get away from government.  She could not recapture that feeling of happiness .,41
405,idea,,recapture, The author recaptures an old idea here .,2,1,idea has propertyimportant idea is at locationchurch idea is used forunderstand recapture desires freedom. recapture is at location war. recapture is used for get away from government.  The author recaptures an old idea here .,37
406,fort,,recapture, The military forces managed to recapture the fort .,5,0,fort has propertylarge fort is at locationindia fort is used forprotect your country recapture desires freedom. recapture is at location war. recapture is used for get away from government.  The military forces managed to recapture the fort .,43
407,prisoner,,recapture, They tried to recapture the escaped prisoner .,3,0,prisoner has propertydangerous prisoner is at locationprison prisoner is used forpunishment recapture desires freedom. recapture is at location war. recapture is used for get away from government.  They tried to recapture the escaped prisoner .,38
408,bell,,recast, The bell cracked and had to be recast .,7,0,bell has propertyloud bell is at locationschool bell is used forsummon someone recast desires be cast out. recast is at location television. recast is used for watch tv.  The bell cracked and had to be recast .,44
409,image,,recast, She had to recast her image to please the electorate in her home state .,3,1,image has propertyreflective image is at locationmovie image is used fordescribe thing recast desires be cast out. recast is at location television. recast is used for watch tv.  She had to recast her image to please the electorate in her home state .,46
410,fame,,redound, Fame redounds to the heroes .,1,1,fame has propertygood fame is at locationmovie fame is used forfame redound desires win. redound is at location country. redound is used for drive car.  Fame redounds to the heroes .,32
411,effort,,redound, Her efforts will redound to the general good .,3,1,effort has propertyimportant effort is at locationwork effort is used foraccomplish goal redound desires win. redound is at location country. redound is used for drive car.  Her efforts will redound to the general good .,38
412,belief,,reflect, This action reflects his true beliefs .,2,1,belief has propertyimportant belief is at locationchurch belief is used forjustify action reflect desires be understand. reflect is at location rainbow. reflect is used for insight.  This action reflects his true beliefs .,35
413,sound,,reflect, Sound is reflected well in this auditorium .,2,0,sound has propertyloud sound is at locationopera sound is used forcommunicate reflect desires be understand. reflect is at location rainbow. reflect is used for insight.  Sound is reflected well in this auditorium .,35
414,road,,reflect, Drive carefully -- the wet road reflects .,6,0,road has propertyconfuse road is at locationcountry road is used fordrive reflect desires be understand. reflect is at location rainbow. reflect is used for insight.  Drive carefully -- the wet road reflects .,39
415,image,,reflect, her sunglasses reflected his image .,2,0,image has propertyreflective image is at locationmovie image is used fordescribe thing reflect desires be understand. reflect is at location rainbow. reflect is used for insight.  her sunglasses reflected his image .,34
416,interest,,reflect, His lack of interest in the project reflects badly on him .,7,1,interest has propertyinterest interest is at locationschool interest is used forentertainment reflect desires be understand. reflect is at location rainbow. reflect is used for insight.  His lack of interest in the project reflects badly on him .,44
417,mess,,reflect, The mess in his dorm room reflects on the student .,6,1,mess has propertymessy mess is at locationdesk mess is used formake mess reflect desires be understand. reflect is at location rainbow. reflect is used for insight.  The mess in his dorm room reflects on the student .,43
418,system,,reform, reform a political system .,0,0,system has propertycomplex system is at locationcomputer system is used forcontrol reform desires change society. reform is at location school. reform is used for change.  reform a political system .,30
419,tension,,relax, relax the tension on the rope .,0,0,tension has propertybad tension is at locationairport tension is used forcontrol relax desires relax. relax is at location beach. relax is used for relax.  relax the tension on the rope .,31
420,bath,,relax, A hot bath always relaxes me .,4,0,bath has propertyhot bath is at locationbathroom bath is used forwash relax desires relax. relax is at location beach. relax is used for relax.  A hot bath always relaxes me .,35
421,colleague,,relax, our new colleague relaxed when he saw that we were a friendly group .,3,0,colleague has propertyhelpful colleague is at locationoffice colleague is used forhelp relax desires relax. relax is at location beach. relax is used for relax.  our new colleague relaxed when he saw that we were a friendly group .,41
422,government,,relax, The government relaxed the curfew after most of the rebels were caught .,2,1,government has propertycorrupt government is at locationdemocracy government is used forcontrol relax desires relax. relax is at location beach. relax is used for relax.  The government relaxed the curfew after most of the rebels were caught .,39
423,rule,,relax, The rules relaxed after the new director arrived .,2,1,rule has propertyimportant rule is at locationschool rule is used forenforce law relax desires relax. relax is at location beach. relax is used for relax.  The rules relaxed after the new director arrived .,36
424,suffering,,repair, One can never fully repair the suffering and losses of the Jews in the Third Reich .,4,1,suffering has propertybad suffering is at locationhospital suffering is used forprolong life repair desires fix. repair is at location repair shop. repair is used for make car.  One can never fully repair the suffering and losses of the Jews in the Third Reich .,48
425,man,,revive, The doctors revived the comatose man .,2,0,man has propertymale man is at locationoffice man is used forlove revive desires live. revive is at location funeral. revive is used for revive body.  The doctors revived the comatose man .,34
426,soup,,revive, A hot soup will revive me .,4,1,soup has propertygood soup is at locationpantry soup is used foreat revive desires live. revive is at location funeral. revive is used for revive body.  A hot soup will revive me .,36
427,interest,,revive, Interest in ESP revived .,3,1,interest has propertyinterest interest is at locationschool interest is used forentertainment revive desires live. revive is at location funeral. revive is used for revive body.  Interest in ESP revived .,33
428,style,,revive, He revived this style of opera .,1,1,style has propertyimportant style is at locationart gallery style is used formake art revive desires live. revive is at location funeral. revive is used for revive body.  He revived this style of opera .,35
429,curtain,,rip, The curtain ripped from top to bottom .,2,0,curtain has propertytransparent curtain is at locationtheater curtain is used forprivacy rip desires eat. rip is at location seam. rip is used for remove clothe.  The curtain ripped from top to bottom .,35
